studyName	Date GMT	Event Number	Station Name	Depth (m)	Abundance	Thymidine Incorp. (pmol/L/hr)	Leucine Incorp. (pmol/L/hr)
PAL0506	2/13/2006	261	E	50	766000000	0.87	20.62
PAL0506	2/13/2006	261	E	75	693000000	0.58	10.14
PAL0506	2/13/2006	262	B	0	1190000000	3.46	106.32
PAL0506	2/13/2006	262	B	10	1130000000	1.68	69.5
PAL0506	2/13/2006	262	B	20	993000000	2.04	53.93
PAL0506	2/13/2006	262	B	30	854000000	1.59	48.69
PAL0506	2/13/2006	262	B	40	872000000	1.97	41.09
PAL0506	2/13/2006	262	B	50	947000000	1.27	27.46
PAL0506	2/16/2006	272	E	0	1000000000	0.74	38.41
PAL0506	2/16/2006	272	E	10	1020000000	1.54	45.18
PAL0506	2/16/2006	272	E	20	1070000000	1.52	44.33
PAL0506	2/16/2006	272	E	35	329000000	0.78	20.06
PAL0506	2/16/2006	272	E	50	404000000	0.58	11.5
PAL0506	2/16/2006	272	E	75	419000000	0.33	6.07
PAL0506	2/16/2006	273	B	0	539000000	1.56	38.37
PAL0506	2/16/2006	273	B	10	765000000	1.23	44.55
PAL0506	2/16/2006	273	B	20	686000000	0.79	37.94
PAL0506	2/16/2006	273	B	30	438000000	0.79	34.63
PAL0506	2/16/2006	273	B	40	376000000	0.8	19.7
PAL0506	2/16/2006	273	B	50	352000000	0.55	10.77
PAL0506	2/20/2006	287	E	0	674000000	0.87	44.92
PAL0506	2/20/2006	287	E	10	554000000	2.11	61.37
PAL0506	2/20/2006	287	E	20	613000000	2.21	53.27
PAL0506	2/20/2006	287	E	35	525000000	1.37	44.9
PAL0506	2/20/2006	287	E	50	401000000	1	27.56
PAL0506	2/20/2006	287	E	75	249000000	0.26	5.23
PAL0506	2/20/2006	288	B	0	505000000	2.58	81.51
PAL0506	2/20/2006	288	B	10	574000000	3.41	104.41
PAL0506	2/20/2006	288	B	20	510000000	2.31	54.63
PAL0506	2/20/2006	288	B	30	521000000	1.74	38.17
PAL0506	2/20/2006	288	B	40	417000000	1.07	29.59
PAL0506	2/20/2006	288	B	50	4240000000	1.69	41.77
PAL0506	2/23/2006	300	E	0	784000000	1.2	50.35
PAL0506	2/23/2006	300	E	10	695000000	2.08	72.45
PAL0506	2/23/2006	300	E	20	873000000	2.44	64.41
PAL0506	2/23/2006	300	E	35	416000000	1.31	40.12
PAL0506	2/23/2006	300	E	50	240000000	0.23	6.46
PAL0506	2/23/2006	300	E	75	256000000	0.28	3.46
PAL0506	2/23/2006	301	B	0	607000000	3.36	103.88
PAL0506	2/23/2006	301	B	10	608000000	2.33	85.08
PAL0506	2/23/2006	301	B	20	419000000	1.37	34.17
PAL0506	2/23/2006	301	B	30	382000000	1.44	30.35
PAL0506	2/23/2006	301	B	40	278000000	0.46	11.22
PAL0506	2/23/2006	301	B	50	285000000	0.15	7.23
PAL0506	2/27/2006	311	E	0	1020000000	0.79	40.64
PAL0506	2/27/2006	311	E	10	1210000000	2.57	106.81
PAL0506	2/27/2006	311	E	20	652000000	3.03	67.23
PAL0506	2/27/2006	311	E	35	863000000	0.99	57.16
PAL0506	2/27/2006	311	E	50	241000000	0.63	8.32
PAL0506	2/27/2006	311	E	75	286000000	0.68	7.94
PAL0506	2/27/2006	312	B	0	731000000	4.18	97.67
PAL0506	2/27/2006	312	B	10	1120000000	4.57	111.84
PAL0506	2/27/2006	312	B	20	794000000	4.04	72.82
PAL0506	2/27/2006	312	B	30	673000000	2.29	46.08
PAL0506	2/27/2006	312	B	40	427000000	2.17	20.83
PAL0506	2/27/2006	312	B	50	407000000	1.08	15.8
PAL0506	3/2/2006	324	E	0	1350000000	3.14	53.61
PAL0506	3/2/2006	324	E	10	1480000000	3.49	56.34
PAL0506	3/2/2006	324	E	20	1190000000	2.38	47.93
PAL0506	3/2/2006	324	E	35	717000000	1.42	26.43
PAL0506	3/2/2006	324	E	50	443000000	0.67	15.93
PAL0506	3/2/2006	324	E	75	385000000	0.58	8.23
PAL0506	3/2/2006	325	B	0	910000000	2.67	59.51
PAL0506	3/2/2006	325	B	10	940000000	2.46	54.32
PAL0506	3/2/2006	325	B	20	834000000	2	33.57
PAL0506	3/2/2006	325	B	30	796000000	2.26	34.68
PAL0506	3/2/2006	325	B	40	632000000	1.01	16.45
PAL0506	3/2/2006	325	B	50	540000000	0.94	15.72
PAL0506	3/6/2006	338	E	0	904000000	0.66	15.79
PAL0506	3/6/2006	338	E	10	660000000	0.98	29.18
PAL0506	3/6/2006	338	E	20	1020000000	1.17	34.26
PAL0506	3/6/2006	338	E	30	-999	-999	-999
PAL0506	3/6/2006	338	E	50	656000000	0.68	18.6
PAL0506	3/6/2006	338	E	75	548000000	0.69	12.86
PAL0506	3/6/2006	339	B	0	798000000	1.31	33.8
PAL0506	3/6/2006	339	B	10	1100000000	1.55	29.17
PAL0506	3/6/2006	339	B	20	809000000	1.37	23.87
PAL0506	3/6/2006	339	B	30	1740000000	1.17	19.01
PAL0506	3/6/2006	339	B	40	722000000	0.85	18.37
PAL0506	3/6/2006	339	B	50	623000000	0.67	11.64
PAL0506	3/9/2006	342	E	0	1180000000	0.38	11.65
PAL0506	3/9/2006	342	E	10	1070000000	0.76	14.79
PAL0506	3/9/2006	342	E	20	1000000000	0.97	14.93
PAL0506	3/9/2006	342	E	35	1490000000	0.95	14.61
PAL0506	3/9/2006	342	E	50	813000000	0.79	12.86
PAL0506	3/9/2006	342	E	75	579000000	0.32	6.22
PAL0506	3/9/2006	343	B	0	829000000	0.61	17.54
PAL0506	3/9/2006	343	B	10	861000000	0.77	12.61
PAL0506	3/9/2006	343	B	20	821000000	0.63	11.46
PAL0506	3/9/2006	343	B	30	735000000	0.9	9.53
PAL0506	3/13/2006	354	E	0	1280000000	9.52	39.24
PAL0506	3/13/2006	354	E	10	1220000000	13.81	33.86
PAL0506	3/13/2006	354	E	20	1350000000	1.4	23.04
PAL0506	3/13/2006	354	E	35	1170000000	1.49	16.8
PAL0506	3/13/2006	354	E	50	895000000	0.95	14.78
PAL0506	3/13/2006	354	E	75	633000000	0.64	8.39
PAL0506	3/13/2006	355	B	0	803000000	1.1	21.34
PAL0506	3/13/2006	355	B	10	1210000000	1.33	24.47
PAL0506	3/13/2006	355	B	20	1460000000	1.29	20.36
PAL0506	3/13/2006	355	B	30	1430000000	1.17	22.02
PAL0506	3/13/2006	355	B	40	1250000000	0.94	18.19
PAL0506	3/13/2006	355	B	50	1390000000	1.4	21.76
PAL0506	3/17/2006	369	E	0	3510000000	1.52	19.53
PAL0506	3/17/2006	369	E	10	1930000000	2	20.19
PAL0506	3/17/2006	369	E	20	1890000000	1.76	18.35
PAL0506	3/17/2006	369	E	35	1690000000	2.16	18.33
PAL0506	3/17/2006	369	E	50	1720000000	1.63	18.99
PAL0506	3/17/2006	369	E	75	1620000000	1.45	17.55
PAL0506	3/17/2006	370	B	0	1640000000	0.57	21.28
PAL0506	3/17/2006	370	B	10	1840000000	1.16	21.94
PAL0506	3/17/2006	370	B	20	1870000000	1.13	20.56
PAL0506	3/17/2006	370	B	30	1790000000	1.09	19.07
PAL0506	3/17/2006	370	B	40	1850000000	1.03	18.98
PAL0506	3/17/2006	370	B	50	1850000000	0.97	17.67
PAL0506	3/23/2006	373	E	0	2100000000	0.24	13.78
PAL0506	3/23/2006	373	E	10	1550000000	1.07	17.11
PAL0506	3/23/2006	373	E	20	1770000000	0.64	12.72
PAL0506	3/23/2006	373	E	35	1920000000	0.93	15.79
PAL0506	3/23/2006	373	E	50	1860000000	0.76	13.82
PAL0506	3/23/2006	373	E	75	934000000	0.22	5.45
PAL0506	3/23/2006	374	B	0	1600000000	1.33	21.65
PAL0506	3/23/2006	374	B	10	2000000000	0.78	11.33
PAL0506	3/23/2006	374	B	20	1960000000	1.06	13.92
PAL0506	3/23/2006	374	B	30	1890000000	1.01	13.08
PAL0506	3/23/2006	374	B	40	1760000000	0.69	12.98
PAL0506	3/23/2006	374	B	50	1790000000	0.65	11.97
PAL0506	3/28/2006	386	E	0	1970000000	0.31	17.12
PAL0506	3/28/2006	386	E	10	1930000000	0.8	17.92
PAL0506	3/28/2006	386	E	20	1910000000	0.67	18.63
PAL0506	3/28/2006	386	E	35	1900000000	0.59	14.99
PAL0506	3/28/2006	386	E	50	1250000000	0.4	9.07
PAL0506	3/28/2006	386	E	75	790000000	0.29	4.72
PAL0506	3/28/2006	387	B	0	1700000000	0.43	17.9
PAL0506	3/28/2006	387	B	10	1900000000	0.48	15.26
PAL0506	3/28/2006	387	B	20	3190000000	0.6	13.24
PAL0506	3/28/2006	387	B	30	1810000000	0.62	14.83
PAL0506	3/28/2006	387	B	40	1830000000	0.68	13.92
PAL0506	3/28/2006	387	B	50	1020000000	0.34	6.11
PAL0506	3/31/2006	391	E	0	1580000000	0.22	5.32
PAL0506	3/31/2006	391	E	10	1580000000	0.41	11.7
PAL0506	3/31/2006	391	E	20	1730000000	0.49	11.35
PAL0506	3/31/2006	391	E	35	1590000000	0.55	9.49
PAL0506	3/31/2006	391	E	50	1680000000	0.41	11.35
PAL0506	3/31/2006	391	E	75	1050000000	0.27	4.39
PAL0506	3/31/2006	392	B	0	1320000000	0.54	13.25
PAL0506	3/31/2006	392	B	10	1600000000	0.52	10.87
PAL0506	3/31/2006	392	B	20	1500000000	0.61	11.7
PAL0506	3/31/2006	392	B	30	1440000000	0.56	9.61
PAL0506	3/31/2006	392	B	40	1470000000	0.6	9.69
PAL0506	3/31/2006	392	B	50	1480000000	0.52	9.73
PAL0506	4/3/2006	396	E	0	1350000000	0.28	10.16
PAL0506	4/3/2006	396	E	10	1190000000	0.42	9.76
PAL0506	4/3/2006	396	E	20	1300000000	0.41	8.41
PAL0506	4/3/2006	396	E	35	1310000000	0.2	6.54
PAL0506	4/3/2006	396	E	50	1340000000	0.38	8.94
PAL0506	4/3/2006	396	E	75	883000000	0.21	4.51
PAL0506	4/3/2006	397	B	0	1300000000	0.5	9.31
PAL0506	4/3/2006	397	B	10	1290000000	0.47	9.03
PAL0506	4/3/2006	397	B	20	2480000000	0.49	8.74
PAL0506	4/3/2006	397	B	30	1310000000	0.6	8.52
PAL0506	4/3/2006	397	B	40	1370000000	0.4	7.06
PAL0506	4/3/2006	397	B	50	1140000000	0.3	6.23
PAL0607	10/17/2006		B	0	310143737.8	0.16	4.63
PAL0607	10/17/2006		B	10	286538687.9	0.26	3.84
PAL0607	10/17/2006		B	20	262611379.5	0.1	3.89
PAL0607	10/17/2006		B	30	265983185.3	0.04	2.9
PAL0607	10/17/2006		B	40	240113427.9	0.08	1.46
PAL0607	10/17/2006		B	50	215684046.4	0.04	0.77
PAL0607	10/23/2006		B	0	289025951.9	0.14	6.8
PAL0607	10/23/2006		B	10	367120139.9	0.15	6.06
PAL0607	10/23/2006		B	20	314465440.8	0.14	4.53
PAL0607	10/23/2006		B	30	310187557.3	0.15	4.77
PAL0607	10/23/2006		B	40	320796443.6	0.08	3.23
PAL0607	10/23/2006		B	50	324547512.2	0.11	4.78
PAL0607	11/1/2006		B	0	402449130.1	0.39	11.02
PAL0607	11/1/2006		E	0	470400935.3	0.46	8.82
PAL0607	11/9/2006		B	0	357983830.5	-999	6.49
PAL0607	11/9/2006		B	10	364157362.1	-999	5.28
PAL0607	11/9/2006		B	20	341644688.4	-999	4.82
PAL0607	11/13/2006		B	0	321032610.2	-999	-999
PAL0607	11/13/2006		B	10	340574614.5	-999	-999
PAL0607	11/13/2006		B	20	337946535	-999	-999
PAL0607	11/16/2006		E	0	280571142.1	0.04	1.65
PAL0607	11/16/2006		B	0	355319353.1	0.02	1.92
PAL0607	11/16/2006		B	10	318426179.3	0.1	1.87
PAL0607	11/16/2006		B	20	340553106.4	0.16	2.66
PAL0607	11/20/2006		B	0	302307036.8	-999	-999
PAL0607	11/20/2006		B	10	324062220.3	-999	-999
PAL0607	11/20/2006		B	20	320624018.7	-999	-999
PAL0607	11/30/2006		B	0	253511454.9	-999	2.34
PAL0607	11/30/2006		B	10	274524326.4	-999	5.16
PAL0607	11/30/2006		B	20	378203038.1	-999	5.84
PAL0607	11/30/2006		E	0	257188869.7	-999	4.66
PAL0607	11/30/2006		E	10	293010758.6	-999	6.17
PAL0607	11/30/2006		E	20	307745587.7	-999	5.52
PAL0607	12/7/2006		B	0	310527033.1	-999	4.87
PAL0607	12/7/2006		B	10	419790081.1	-999	10.84
PAL0607	12/7/2006		B	20	384326448.2	-999	10.85
PAL0607	12/7/2006		E	0	481291984.8	-999	9.84
PAL0607	12/7/2006		E	10	421000210.2	-999	9.57
PAL0607	12/7/2006		E	20	384088272.3	-999	7.96
PAL0607	12/14/2006		E	0	541823982.9	-999	10.48
PAL0607	12/14/2006		E	10	625905491	-999	15.86
PAL0607	12/14/2006		E	20	629585649.2	-999	16.96
PAL0607	12/14/2006		B	0	589225523.4	-999	16.77
PAL0607	12/14/2006		B	10	551840320.4	-999	14.96
PAL0607	12/14/2006		B	20	965959012.4	-999	16.6
PAL0607	12/18/2006		B	0	1086314071	-999	4.96
PAL0607	12/18/2006		B	10	1298383681	-999	30.88
PAL0607	12/18/2006		B	20	354419044.8	-999	36.05
PAL0607	12/29/2006		B	0	374605478	-999	17.55
PAL0607	12/29/2006		B	10	401845771.4	-999	23.93
PAL0607	12/29/2006		B	20	344867457.2	-999	15.55
PAL0607	12/29/2006		E	0	379696569.3	-999	10.91
PAL0607	12/29/2006		E	10	406748484.2	-999	24.54
PAL0607	12/29/2006		E	20	308656983.1	-999	17.16
PAL0607	1/4/2007		B	0	651711394.4	-999	56.43
PAL0607	1/4/2007		B	10	617143434.2	-999	58.42
PAL0607	1/4/2007		B	20	469253409.7	-999	43.3
PAL0607	1/4/2007		E	0	847053810.7	-999	55.37
PAL0607	1/4/2007		E	10	859484453.4	-999	47.66
PAL0607	1/4/2007		E	20	809203199.6	-999	55.32
PAL0607	1/16/2007		B	0	449666100.3	-999	30.84
PAL0607	1/16/2007		B	10	485176510	-999	40.6
PAL0607	1/16/2007		B	20	583223122	-999	23.2
PAL0607	1/16/2007		E	0	545531898.9	-999	27.09
PAL0607	1/16/2007		E	10	419481867.3	-999	23.21
PAL0607	1/16/2007		E	20	533756399.3	-999	14.04
PAL0607	1/22/2007		B	0	488119460.1	-999	9.02
PAL0607	1/22/2007		B	10	468279242	-999	14.25
PAL0607	1/22/2007		B	20	396658138.3	-999	8.45
PAL0607	1/22/2007		E	0	383644803.6	-999	16.59
PAL0607	1/22/2007		E	10	406280038.7	-999	15.78
PAL0607	1/22/2007		E	20	444800139.3	-999	15.39
PAL0708	2/18/2008	1	B	10	310000000	-999	11.8
PAL0708	2/22/2008	31	B	10	430000000	-999	15.2
PAL0708	2/25/2008	47	B	10	470000000	-999	13.1
PAL0708	2/27/2008	61	B	10	570000000	-999	13.7
PAL0708	2/29/2008	63	B	10	610000000	-999	-999
PAL0708	3/3/2008	65	B	10	600000000	-999	10.3
PAL0708	3/6/2008	67	B	10	590000000	-999	12.2
PAL0708	3/6/2008	69	B	50	480000000	-999	6
PAL0708	3/14/2008	71	B	10	850000000	-999	19.4
PAL0708	3/17/2008	96	B	10	900000000	-999	9.1
PAL0708	3/17/2008	98	B	50	600000000	-999	6.2
PAL0708	3/22/2008	180	B 	10	840000000	-999	6.7
PAL0708	3/22/2008	182	B	50	430000000	-999	0.8
PAL0708	3/31/2008	PAL08W001	Palmer Station	0	571000000	-999	-999
PAL0708	4/7/2008	PAL08W003	Palmer Station	0	532000000	-999	-999
PAL0708	4/14/2008	PAL08W005	Palmer Station	0	339000000	-999	-999
PAL0708	4/21/2008	PAL08W007	Palmer Station	0	575000000	-999	-999
PAL0708	4/28/2008	PAL08W009	Palmer Station	0	605000000	-999	-999
PAL0708	5/5/2008	PAL08W011	Palmer Station	0	348000000	-999	-999
PAL0708	5/12/2008	PAL08W013	Palmer Station	0	368000000	-999	-999
PAL0708	5/19/2008	PAL08W015	Palmer Station	0	372000000	-999	-999
PAL0708	5/26/2008	PAL08W017	Palmer Station	0	313000000	-999	-999
PAL0708	6/2/2008	PAL08W019	Palmer Station	0	360000000	-999	-999
PAL0708	6/9/2008	PAL08W021	Palmer Station	0	322000000	-999	-999
PAL0708	6/16/2008	PAL08W023	Palmer Station	0	261000000	-999	-999
PAL0708	6/23/2008	PAL08W025	Palmer Station	0	265000000	-999	-999
PAL0708	6/30/2008	PAL08W027	Palmer Station	0	273000000	-999	-999
PAL0708	7/7/2008	PAL08W029	Palmer Station	0	265000000	-999	-999
PAL0708	7/14/2008	PAL08W031	Palmer Station	0	254000000	-999	-999
PAL0809	10/31/2008		B	0	400000	-999	-999
PAL0809	10/31/2008		E	0	393000	-999	-999
PAL0809	11/4/2008		B	0	533000	-999	-999
PAL0809	11/4/2008		B	15	458000	-999	-999
PAL0809	11/4/2008		E	0	530000	-999	-999
PAL0809	11/4/2008		E	15	411000	-999	-999
PAL0809	11/11/2008		B	0	373000	-999	-999
PAL0809	11/11/2008		B	40	368000	-999	-999
PAL0809	11/13/2008		B	0	364000	-999	-999
PAL0809	11/13/2008		B	50	350000	-999	-999
PAL0809	11/13/2008		E	0	375000	-999	-999
PAL0809	11/13/2008		E	50	351000	-999	-999
PAL0809	11/17/2008		B	0	714000	-999	-999
PAL0809	11/17/2008		B	50	415000	-999	-999
PAL0809	11/17/2008		E	0	298000	-999	-999
PAL0809	11/17/2008		E	50	385000	-999	-999
PAL0809	11/23/2008		B	0	259000	-999	-999
PAL0809	11/24/2008		E	50	184000	-999	-999
PAL0809	11/25/2008		B	0	183000	-999	-999
PAL0809	11/25/2008		B	5	193000	-999	-999
PAL0809	11/25/2008		B	10	225000	-999	-999
PAL0809	11/25/2008		B	20	246000	-999	-999
PAL0809	11/25/2008		B	50	262000	-999	-999
PAL0809	11/26/2008		B	0	191000	-999	-999
PAL0809	11/28/2008		B	0	224000	-999	-999
PAL0809	11/28/2008		B	5	217000	-999	-999
PAL0809	11/28/2008		B	10	207000	-999	-999
PAL0809	11/28/2008		B	20	227000	-999	-999
PAL0809	11/28/2008		B	50	202000	-999	-999
PAL0809	11/28/2008		E	0	196000	-999	-999
PAL0809	11/28/2008		E	5	182000	-999	-999
PAL0809	11/28/2008		E	10	170000	-999	-999
PAL0809	11/28/2008		E	20	200000	-999	-999
PAL0809	11/28/2008		E	50	185000	-999	-999
PAL0809	12/2/2008		B	0	201000	-999	-999
PAL0809	12/2/2008		B	5	197000	-999	-999
PAL0809	12/2/2008		B	10	164000	-999	-999
PAL0809	12/2/2008		B	20	172000	-999	-999
PAL0809	12/2/2008		B	50	210000	-999	-999
PAL0809	12/5/2008		B	0	201000	-999	-999
PAL0809	12/5/2008		B	5	212000	-999	-999
PAL0809	12/5/2008		B	10	182000	-999	-999
PAL0809	12/5/2008		B	20	166000	-999	-999
PAL0809	12/5/2008		B	50	227000	-999	-999
PAL0809	12/8/2008		B	0	246000	-999	-999
PAL0809	12/8/2008		B	5	222000	-999	-999
PAL0809	12/8/2008		B	10	205000	-999	-999
PAL0809	12/8/2008		B	20	195000	-999	-999
PAL0809	12/8/2008		B	50	222000	-999	-999
PAL0809	12/8/2008		E	0	203000	-999	-999
PAL0809	12/8/2008		E	5	303000	-999	-999
PAL0809	12/8/2008		E	10	200000	-999	-999
PAL0809	12/8/2008		E	20	195000	-999	-999
PAL0809	12/8/2008		E	50	235000	-999	-999
PAL0809	12/13/2008		B	0	340000	-999	-999
PAL0809	12/13/2008		B	5	307000	-999	-999
PAL0809	12/13/2008		B	10	300000	-999	-999
PAL0809	12/13/2008		B	20	298000	-999	-999
PAL0809	12/13/2008		B	50	340000	-999	-999
PAL0809	12/13/2008		E	0	260000	-999	-999
PAL0809	12/13/2008		E	5	314000	-999	-999
PAL0809	12/13/2008		E	10	296000	-999	-999
PAL0809	12/13/2008		E	20	274000	-999	-999
PAL0809	12/13/2008		E	50	278000	-999	-999
PAL0809	12/15/2008		B	0	353000	-999	-999
PAL0809	12/15/2008		B	5	373000	-999	-999
PAL0809	12/15/2008		B	10	330000	-999	-999
PAL0809	12/15/2008		B	20	389000	-999	-999
PAL0809	12/15/2008		B	50	335000	-999	-999
PAL0809	12/15/2008		E	0	159000	-999	-999
PAL0809	12/15/2008		E	5	353000	-999	-999
PAL0809	12/15/2008		E	10	333000	-999	-999
PAL0809	12/15/2008		E	20	344000	-999	-999
PAL0809	12/15/2008		E	50	301000	-999	-999
PAL0809	12/17/2008		E	0	271000	-999	-999
PAL0809	12/17/2008		E	5	355000	-999	-999
PAL0809	12/17/2008		E	10	301000	-999	-999
PAL0809	12/17/2008		E	50	278000	-999	-999
PAL0809	12/20/2008		E	0	370000	-999	-999
PAL0809	12/20/2008		E	5	346000	-999	-999
PAL0809	12/20/2008		E	10	298000	-999	-999
PAL0809	12/20/2008		E	50	315000	-999	-999
PAL0809	12/20/2008		B	0	309000	-999	-999
PAL0809	12/20/2008		B	5	292000	-999	-999
PAL0809	12/20/2008		B	10	273000	-999	-999
PAL0809	12/20/2008		B	20	274000	-999	-999
PAL0809	12/20/2008		B	50	322000	-999	-999
PAL0809	12/22/2008		B	0	234000	-999	-999
PAL0809	12/22/2008		B	5	252000	-999	-999
PAL0809	12/22/2008		B	10	318000	-999	-999
PAL0809	12/22/2008		B	20	345000	-999	-999
PAL0809	12/22/2008		B	50	313000	-999	-999
PAL0809	12/22/2008		E	0	203000	-999	-999
PAL0809	12/22/2008		E	5	231000	-999	-999
PAL0809	12/22/2008		E	10	307000	-999	-999
PAL0809	12/22/2008		E	20	3020000	-999	-999
PAL0809	12/22/2008		E	50	293000	-999	-999
PAL0809	12/24/2008		B	0	332000	-999	-999
PAL0809	12/24/2008		B	5	357000	-999	-999
PAL0809	12/24/2008		B	10	352000	-999	-999
PAL0809	12/24/2008		B	20	343000	-999	-999
PAL0809	12/24/2008		B	50	341000	-999	-999
PAL0809	12/26/2008		B	0	245000	-999	-999
PAL0809	12/26/2008		B	5	235000	-999	-999
PAL0809	12/26/2008		B	10	210000	-999	-999
PAL0809	12/26/2008		B	20	286000	-999	-999
PAL0809	12/26/2008		B	50	286000	-999	-999
PAL0809	12/26/2008		E	0	183000	-999	-999
PAL0809	12/26/2008		E	5	228000	-999	-999
PAL0809	12/26/2008		E	10	204000	-999	-999
PAL0809	12/26/2008		E	20	329000	-999	-999
PAL0809	12/26/2008		E	50	315000	-999	-999
PAL0809	12/28/2008		B	0	237000	-999	-999
PAL0809	12/28/2008		B	5	221000	-999	-999
PAL0809	12/28/2008		B	20	289000	-999	-999
PAL0809	12/28/2008		B	30	310000	-999	-999
PAL0809	12/28/2008		B	50	304000	-999	-999
PAL0809	2/5/2009		E	50	550000	-999	3.8
PAL0809	2/5/2009		E	25	1100000	-999	16.5
PAL0809	2/5/2009		E	10	952000	-999	15.9
PAL0809	2/5/2009		E	0	929000	-999	13.5
PAL0809	2/5/2009		B	50	571000	-999	5.7
PAL0809	2/5/2009		B	25	1090000	-999	23.3
PAL0809	2/5/2009		B	10	1160000	-999	17.7
PAL0809	2/5/2009		B	0	1060000	-999	17.1
PAL0809	2/9/2009		E	50	898000	-999	8
PAL0809	2/9/2009		E	25	1210000	-999	19
PAL0809	2/9/2009		E	10	1010000	-999	21.2
PAL0809	2/9/2009		E	0	1030000	-999	19.1
PAL0809	2/9/2009		B	50	485000	-999	13.5
PAL0809	2/9/2009		B	25	1350000	-999	26.1
PAL0809	2/9/2009		B	10	1150000	-999	22.5
PAL0809	2/9/2009		B	0	1120000	-999	37.1
PAL0809	2/12/2009		E	50	492000	-999	5.5
PAL0809	2/12/2009		E	25	745000	-999	7.5
PAL0809	2/12/2009		E	10	1010000	-999	10.6
PAL0809	2/12/2009		E	0	836000	-999	6.9
PAL0809	2/12/2009		B	50	480000	-999	6.9
PAL0809	2/12/2009		B	25	663000	-999	9.4
PAL0809	2/12/2009		B	10	747000	-999	13.4
PAL0809	2/12/2009		B	0	858000	-999	6.2
PAL0809	2/16/2009		E	50	522000	-999	5.4
PAL0809	2/16/2009		E	25	613000	-999	15.4
PAL0809	2/16/2009		E	10	667000	-999	14.8
PAL0809	2/16/2009		E	0	672000	-999	9.1
PAL0809	2/16/2009		B	50	503000	-999	5.7
PAL0809	2/16/2009		B	25	704000	-999	12.4
PAL0809	2/16/2009		B	10	642000	-999	18.2
PAL0809	2/16/2009		B	0	575000	-999	12.2
PAL0809	2/19/2009		E	50	420000	-999	3.2
PAL0809	2/19/2009		E	25	448000	-999	9.3
PAL0809	2/19/2009		E	10	505000	-999	10.1
PAL0809	2/19/2009		E	0	482000	-999	11.3
PAL0809	2/19/2009		B	50	478000	-999	4.7
PAL0809	2/19/2009		B	25	492000	-999	9.4
PAL0809	2/19/2009		B	10	458000	-999	16.4
PAL0809	2/19/2009		B	0	589000	-999	14.1
PAL0809	2/26/2009		E	50	393000	-999	7.5
PAL0809	2/26/2009		E	25	468000	-999	7.5
PAL0809	2/26/2009		E	10	472000	-999	15.2
PAL0809	2/26/2009		E	0	409000	-999	15.3
PAL0809	2/26/2009		B	50	418000	-999	5.9
PAL0809	2/26/2009		B	25	400000	-999	12.9
PAL0809	2/26/2009		B	10	369000	-999	16.3
PAL0809	2/26/2009		B	0	371000	-999	14.5
PAL0809	3/2/2009		E	50	373000	-999	3.6
PAL0809	3/2/2009		E	25	526000	-999	22.9
PAL0809	3/2/2009		E	10	505000	-999	27.5
PAL0809	3/2/2009		E	0	507000	-999	19.5
PAL0809	3/2/2009		B	50	330000	-999	3.6
PAL0809	3/2/2009		B	25	438000	-999	7.7
PAL0809	3/2/2009		B	10	461000	-999	22
PAL0809	3/2/2009		B	0	433000	-999	24.6
PAL0809	3/5/2009		E	50	391000	-999	3.1
PAL0809	3/5/2009		E	25	781000	-999	12.3
PAL0809	3/5/2009		E	10	1120000	-999	24.3
PAL0809	3/5/2009		E	0	1120000	-999	27.5
PAL0809	3/5/2009		B	50	504000	-999	5.8
PAL0809	3/5/2009		B	25	714000	-999	22.8
PAL0809	3/5/2009		B	10	824000	-999	44.3
PAL0809	3/5/2009		B	0	783000	-999	23.7
PAL0910	10/27/2009		B	0	113000000	0.27	5.45
PAL0910	10/27/2009		B	10	150000000	0.22	5.38
PAL0910	10/27/2009		B	25	126000000	0.22	5.86
PAL0910	10/27/2009		B	50	116000000	0.23	5.67
PAL0910	10/29/2009		B	50	123000000	0.42	5.01
PAL0910	10/29/2009		B	25	116000000	0.39	5.67
PAL0910	10/29/2009		B	10	115000000	0.49	6.48
PAL0910	10/29/2009		B	0	116000000	0.41	6.29
PAL0910	10/29/2009		E	50	131000000	0.76	5.19
PAL0910	10/29/2009		E	25	115000000	0.4	4.89
PAL0910	10/29/2009		E	10	105000000	0.32	5.11
PAL0910	10/29/2009		E	0	126000000	0.32	4.21
PAL0910	11/2/2009		E	50	105000000	1.31	2.34
PAL0910	11/2/2009		E	25	120000000	0.16	2.62
PAL0910	11/2/2009		E	10	104000000	0.14	3.18
PAL0910	11/2/2009		E	0	102000000	0.1	2.62
PAL0910	11/3/2009		B	50	117000000	0.16	3.36
PAL0910	11/3/2009		B	25	126000000	0.23	4
PAL0910	11/3/2009		B	10	135000000	0.22	4.39
PAL0910	11/3/2009		B	0	137000000	0.3	5.1
PAL0910	11/5/2009		E	50	183000000	0.03	1.9
PAL0910	11/5/2009		E	25	152000000	0.13	2.42
PAL0910	11/5/2009		E	10	155000000	0.08	2.22
PAL0910	11/5/2009		E	0	181000000	0.09	2.41
PAL0910	11/5/2009		B	50	147000000	0.18	0.27
PAL0910	11/5/2009		B	25	132000000	0.2	3.4
PAL0910	11/5/2009		B	10	125000000	0.19	3.62
PAL0910	11/5/2009		B	0	188000000	0.22	3.56
PAL0910	11/9/2009		E	50	189000000	0.3	4.11
PAL0910	11/9/2009		E	25	185000000	0.34	4.76
